Row ID,Order ID,Order Date,Ship Date,Shipping Period,Date Valididty ,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Price Per Unit,Profit Per Unit,Location,Product Category,Dates In Month
649,CA-2013-160745,12-12-2013,12-17-2013,5.00,Valid Date,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,$14.80,4,0.00%,$6.07,41.00%,$3.70,$1.52,West Washington,Furnishings - (Furniture),12-01-13
650,CA-2013-160745,12-12-2013,12-17-2013,5.00,Valid Date,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,$302.38,3,20.00%,$22.68,7.50%,$100.79,$7.56,West Washington,Phones - (Technology),12-01-13
651,CA-2013-160745,12-12-2013,12-17-2013,5.00,Valid Date,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,$316.00,4,0.00%,$31.60,10.00%,$79.00,$7.90,West Washington,Accessories - (Technology),12-01-13
652,CA-2013-132661,10-24-2013,10-30-2013,6.00,Valid Date,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",$379.40,10,0.00%,$178.32,47.00%,$37.94,$17.83,East New York,Paper - (Office Supplies),10-01-13
653,CA-2014-140844,06-20-2014,06-24-2014,4.00,Valid Date,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,$97.82,2,0.00%,$45.98,47.00%,$48.91,$22.99,East New York,Paper - (Office Supplies),06-01-14
654,CA-2014-140844,06-20-2014,06-24-2014,4.00,Valid Date,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,$103.12,8,0.00%,$10.31,10.00%,$12.89,$1.29,East New York,Accessories - (Technology),06-01-14
655,CA-2013-137239,08-23-2013,08-29-2013,6.00,Valid Date,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,$113.55,2,20.00%,$8.52,7.50%,$56.78,$4.26,East Ohio,Appliances - (Office Supplies),08-01-13
656,CA-2013-137239,08-23-2013,08-29-2013,6.00,Valid Date,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,$3.32,2,70.00%,-$2.65,-80.00%,$1.66,-$1.33,East Ohio,Binders - (Office Supplies),08-01-13
657,CA-2013-137239,08-23-2013,08-29-2013,6.00,Valid Date,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,$134.29,2,20.00%,$45.32,33.75%,$67.14,$22.66,East Ohio,Envelopes - (Office Supplies),08-01-13
658,US-2013-156097,09-20-2013,09-20-2013,0.00,Valid Date,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,$701.37,2,30.00%,-$50.10,-7.14%,$350.69,-$25.05,Central Illinois,Chairs - (Furniture),09-01-13
659,US-2013-156097,09-20-2013,09-20-2013,0.00,Valid Date,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,$2.31,2,80.00%,-$3.46,-150.00%,$1.15,-$1.73,Central Illinois,Binders - (Office Supplies),09-01-13
660,CA-2012-146563,08-24-2012,08-28-2012,4.00,Valid Date,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",$999.43,7,20.00%,$124.93,12.50%,$142.78,$17.85,Central Texas,Storage - (Office Supplies),08-01-12
661,CA-2012-146563,08-24-2012,08-28-2012,4.00,Valid Date,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,$724.08,14,20.00%,-$135.77,-18.75%,$51.72,-$9.70,Central Texas,Storage - (Office Supplies),08-01-12
662,CA-2012-146563,08-24-2012,08-28-2012,4.00,Valid Date,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,$918.79,5,30.00%,-$118.13,-12.86%,$183.76,-$23.63,Central Texas,Tables - (Furniture),08-01-12
663,CA-2012-146563,08-24-2012,08-28-2012,4.00,Valid Date,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",$2.72,3,80.00%,-$4.22,-155.00%,$0.91,-$1.41,Central Texas,Binders - (Office Supplies),08-01-12
664,CA-2013-123666,03-27-2013,03-31-2013,4.00,Valid Date,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",$459.95,5,0.00%,$18.40,4.00%,$91.99,$3.68,East New York,Storage - (Office Supplies),03-01-13
665,CA-2013-143308,05-11-2013,05-11-2013,0.00,Valid Date,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,40214,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",$10.74,3,0.00%,$5.26,49.00%,$3.58,$1.75,South Kentucky,Fasteners - (Office Supplies),05-01-13
666,CA-2014-132682,09-06-2014,11-06-2014,61.00,Valid Date,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,$23.76,3,20.00%,$2.08,8.75%,$7.92,$0.69,Central Texas,Supplies - (Office Supplies),09-01-14
667,CA-2014-132682,09-06-2014,11-06-2014,61.00,Valid Date,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-PA-10000474,Office Supplies,Paper,Staples,$85.06,3,20.00%,$28.71,33.75%,$28.35,$9.57,Central Texas,Paper - (Office Supplies),09-01-14
668,CA-2014-132682,09-06-2014,11-06-2014,61.00,Valid Date,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,$381.58,3,20.00%,$28.62,7.50%,$127.19,$9.54,Central Texas,Phones - (Technology),09-01-14
669,CA-2011-156314,12-24-2011,12-26-2011,2.00,Valid Date,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",$30.36,5,20.00%,$8.73,28.75%,$6.07,$1.75,East Ohio,Furnishings - (Furniture),12-01-11
670,US-2014-106663,10-06-2014,06-14-2014,-114.00,Invalid Date,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,$23.98,3,60.00%,-$14.39,-60.00%,$7.99,-$4.80,Central Illinois,Furnishings - (Furniture),10-01-14
671,US-2014-106663,10-06-2014,06-14-2014,-114.00,Invalid Date,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",$108.93,1,50.00%,-$71.89,-66.00%,$108.93,-$71.89,Central Illinois,Tables - (Furniture),10-01-14
672,US-2014-106663,10-06-2014,06-14-2014,-114.00,Invalid Date,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",$36.35,8,20.00%,$11.36,31.25%,$4.54,$1.42,Central Illinois,Paper - (Office Supplies),10-01-14
673,CA-2014-111178,06-16-2014,06-23-2014,7.00,Valid Date,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,$19.56,5,20.00%,$1.71,8.75%,$3.91,$0.34,Central Illinois,Art - (Office Supplies),06-01-14
674,CA-2014-130351,06-12-2014,09-12-2014,92.00,Valid Date,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,$61.44,3,0.00%,$16.59,27.00%,$20.48,$5.53,Central Indiana,Appliances - (Office Supplies),06-01-14
675,CA-2014-130351,06-12-2014,09-12-2014,92.00,Valid Date,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",$38.90,5,0.00%,$17.51,45.00%,$7.78,$3.50,Central Indiana,Paper - (Office Supplies),06-01-14
676,CA-2014-130351,06-12-2014,09-12-2014,92.00,Valid Date,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,$99.39,3,0.00%,$40.75,41.00%,$33.13,$13.58,Central Indiana,Accessories - (Technology),06-01-14
677,US-2014-119438,03-19-2014,03-24-2014,5.00,Valid Date,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,$2.69,3,80.00%,-$7.39,-275.00%,$0.90,-$2.46,Central Texas,Appliances - (Office Supplies),03-01-14
678,US-2014-119438,03-19-2014,03-24-2014,5.00,Valid Date,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",$27.82,3,20.00%,$4.52,16.25%,$9.27,$1.51,Central Texas,Accessories - (Technology),03-01-14
679,US-2014-119438,03-19-2014,03-24-2014,5.00,Valid Date,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",$82.52,3,60.00%,-$41.26,-50.00%,$27.51,-$13.75,Central Texas,Furnishings - (Furniture),03-01-14
680,US-2014-119438,03-19-2014,03-24-2014,5.00,Valid Date,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,$182.99,3,80.00%,-$320.24,-175.00%,$61.00,-$106.75,Central Texas,Binders - (Office Supplies),03-01-14
681,CA-2013-164511,11-20-2013,11-25-2013,5.00,Valid Date,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,$14.35,3,20.00%,$4.66,32.50%,$4.78,$1.55,East New York,Binders - (Office Supplies),11-01-13
682,CA-2013-164511,11-20-2013,11-25-2013,5.00,Valid Date,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,$64.96,2,0.00%,$2.60,4.00%,$32.48,$1.30,East New York,Storage - (Office Supplies),11-01-13
683,CA-2013-164511,11-20-2013,11-25-2013,5.00,Valid Date,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,$68.60,4,0.00%,$18.52,27.00%,$17.15,$4.63,East New York,Storage - (Office Supplies),11-01-13
684,US-2014-168116,05-11-2014,05-11-2014,0.00,Valid Date,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,"$7,999.98",4,50.00%,"-$3,839.99",-48.00%,"$2,000.00",-$960.00,South North Carolina,Machines - (Technology),05-01-14
685,US-2014-168116,05-11-2014,05-11-2014,0.00,Valid Date,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",$167.44,2,20.00%,$14.65,8.75%,$83.72,$7.33,South North Carolina,Appliances - (Office Supplies),05-01-14
686,CA-2011-157784,05-07-2011,08-07-2011,92.00,Valid Date,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,$479.97,3,0.00%,$163.19,34.00%,$159.99,$54.40,South Mississippi,Accessories - (Technology),05-01-11
687,CA-2011-157784,05-07-2011,08-07-2011,92.00,Valid Date,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,$14.62,2,0.00%,$6.87,47.00%,$7.31,$3.44,South Mississippi,Labels - (Office Supplies),05-01-11
688,CA-2011-157784,05-07-2011,08-07-2011,92.00,Valid Date,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,$19.44,3,0.00%,$9.33,48.00%,$6.48,$3.11,South Mississippi,Paper - (Office Supplies),05-01-11
689,CA-2014-161480,12-26-2014,12-30-2014,4.00,Valid Date,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$191.98,2,20.00%,$4.80,2.50%,$95.99,$2.40,East New York,Bookcases - (Furniture),12-01-14
690,US-2011-117135,06-21-2011,06-23-2011,2.00,Valid Date,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,$104.01,1,0.00%,$14.56,14.00%,$104.01,$14.56,South Virginia,Furnishings - (Furniture),06-01-11
691,US-2011-117135,06-21-2011,06-23-2011,2.00,Valid Date,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,$284.82,1,0.00%,$74.05,26.00%,$284.82,$74.05,South Virginia,Phones - (Technology),06-01-11
692,US-2011-117135,06-21-2011,06-23-2011,2.00,Valid Date,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$36.84,3,0.00%,$10.32,28.00%,$12.28,$3.44,South Virginia,Storage - (Office Supplies),06-01-11
693,CA-2012-131534,03-28-2012,02-04-2012,-53.00,Invalid Date,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,$166.24,1,0.00%,$24.94,15.00%,$166.24,$24.94,West California,Accessories - (Technology),03-01-12
694,CA-2012-131534,03-28-2012,02-04-2012,-53.00,Invalid Date,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,$33.40,5,0.00%,$16.03,48.00%,$6.68,$3.21,West California,Paper - (Office Supplies),03-01-12
695,CA-2012-119291,05-14-2012,05-17-2012,3.00,Valid Date,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",$198.27,8,20.00%,$17.35,8.75%,$24.78,$2.17,East Pennsylvania,Art - (Office Supplies),05-01-12
696,CA-2012-119291,05-14-2012,05-17-2012,3.00,Valid Date,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10002312,Office Supplies,Labels,Avery 490,$47.36,4,20.00%,$17.76,37.50%,$11.84,$4.44,East Pennsylvania,Labels - (Office Supplies),05-01-12
697,CA-2012-119291,05-14-2012,05-17-2012,3.00,Valid Date,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,$200.98,7,20.00%,$62.81,31.25%,$28.71,$8.97,East Pennsylvania,Envelopes - (Office Supplies),05-01-12
698,CA-2012-119291,05-14-2012,05-17-2012,3.00,Valid Date,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",$97.70,4,20.00%,$31.75,32.50%,$24.42,$7.94,East Pennsylvania,Labels - (Office Supplies),05-01-12
699,CA-2012-119291,05-14-2012,05-17-2012,3.00,Valid Date,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",$2.70,1,20.00%,$0.81,30.00%,$2.70,$0.81,East Pennsylvania,Art - (Office Supplies),05-01-12
700,CA-2012-119291,05-14-2012,05-17-2012,3.00,Valid Date,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,$18.59,2,70.00%,-$13.63,-73.33%,$9.29,-$6.82,East Pennsylvania,Binders - (Office Supplies),05-01-12
701,CA-2012-119291,05-14-2012,05-17-2012,3.00,Valid Date,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,$4.90,3,70.00%,-$3.43,-70.00%,$1.63,-$1.14,East Pennsylvania,Binders - (Office Supplies),05-01-12
702,CA-2014-114552,03-09-2014,09-09-2014,184.00,Valid Date,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Cleveland,Ohio,44105,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",$15.07,3,20.00%,$4.14,27.50%,$5.02,$1.38,East Ohio,Furnishings - (Furniture),03-01-14
703,CA-2013-163755,05-11-2013,09-11-2013,123.00,Valid Date,Second Class,AS-10285,Alejandro Savely,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",$209.88,3,0.00%,$35.68,17.00%,$69.96,$11.89,West Washington,Furnishings - (Furniture),05-01-13
704,CA-2012-142027,09-04-2012,04-14-2012,-143.00,Invalid Date,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,$369.91,3,20.00%,-$13.87,-3.75%,$123.30,-$4.62,West California,Tables - (Furniture),09-01-12
705,CA-2011-138527,12-09-2011,09-17-2011,-83.00,Invalid Date,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,$10.37,2,20.00%,$3.63,35.00%,$5.18,$1.81,South North Carolina,Paper - (Office Supplies),12-01-11
706,CA-2011-138527,12-09-2011,09-17-2011,-83.00,Invalid Date,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,$166.84,5,20.00%,$18.77,11.25%,$33.37,$3.75,South North Carolina,Appliances - (Office Supplies),12-01-11
707,CA-2011-138527,12-09-2011,09-17-2011,-83.00,Invalid Date,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,$15.22,1,20.00%,$2.28,15.00%,$15.22,$2.28,South North Carolina,Accessories - (Technology),12-01-11
708,CA-2011-112158,02-12-2011,04-12-2011,59.00,Valid Date,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,$119.96,4,0.00%,$52.78,44.00%,$29.99,$13.20,East New York,Accessories - (Technology),02-01-11
709,CA-2011-112158,02-12-2011,04-12-2011,59.00,Valid Date,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,$883.92,5,20.00%,-$110.49,-12.50%,$176.78,-$22.10,East New York,Bookcases - (Furniture),02-01-11
710,CA-2011-112158,02-12-2011,04-12-2011,59.00,Valid Date,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",$46.72,8,20.00%,$15.77,33.75%,$5.84,$1.97,East New York,Binders - (Office Supplies),02-01-11
711,CA-2011-113887,05-04-2011,07-04-2011,61.00,Valid Date,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",$55.48,1,0.00%,$26.63,48.00%,$55.48,$26.63,East New York,Paper - (Office Supplies),05-01-11
712,CA-2014-146136,04-09-2014,08-09-2014,122.00,Valid Date,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",$24.45,4,20.00%,$8.86,36.25%,$6.11,$2.22,South Florida,Envelopes - (Office Supplies),04-01-14
713,US-2014-100048,05-20-2014,05-25-2014,5.00,Valid Date,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,$281.34,6,0.00%,$109.72,39.00%,$46.89,$18.29,East New York,Appliances - (Office Supplies),05-01-14
714,US-2014-100048,05-20-2014,05-25-2014,5.00,Valid Date,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,$307.98,2,0.00%,$89.31,29.00%,$153.99,$44.66,East New York,Phones - (Technology),05-01-14
715,US-2014-100048,05-20-2014,05-25-2014,5.00,Valid Date,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,$299.97,3,0.00%,$113.99,38.00%,$99.99,$38.00,East New York,Accessories - (Technology),05-01-14
716,CA-2011-153150,01-07-2011,06-07-2011,151.00,Valid Date,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,$19.92,5,20.00%,$6.97,35.00%,$3.98,$1.39,West Washington,Binders - (Office Supplies),01-01-11
717,CA-2011-130092,12-01-2011,01-15-2011,-320.00,Invalid Date,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",$9.94,2,0.00%,$3.08,31.00%,$4.97,$1.54,East Delaware,Furnishings - (Furniture),12-01-11
718,CA-2014-108910,09-25-2014,09-30-2014,5.00,Valid Date,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",$103.06,3,20.00%,$24.48,23.75%,$34.35,$8.16,East Ohio,Furnishings - (Furniture),09-01-14
719,CA-2011-104472,02-06-2011,07-06-2011,150.00,Valid Date,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,$59.81,3,20.00%,$19.44,32.50%,$19.94,$6.48,West Utah,Binders - (Office Supplies),02-01-11
720,CA-2011-104472,02-06-2011,07-06-2011,150.00,Valid Date,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,$73.32,6,0.00%,$22.00,30.00%,$12.22,$3.67,West Utah,Furnishings - (Furniture),02-01-11
721,CA-2013-112942,02-13-2013,02-18-2013,5.00,Valid Date,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,$146.82,3,0.00%,$73.41,50.00%,$48.94,$24.47,West California,Paper - (Office Supplies),02-01-13
722,CA-2013-142335,12-16-2013,12-20-2013,4.00,Valid Date,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,"$1,652.94",3,0.00%,$231.41,14.00%,$550.98,$77.14,Central Michigan,Tables - (Furniture),12-01-13
723,CA-2013-142335,12-16-2013,12-20-2013,4.00,Valid Date,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",$296.37,3,0.00%,$80.02,27.00%,$98.79,$26.67,Central Michigan,Storage - (Office Supplies),12-01-13
724,CA-2011-117429,07-10-2011,10-13-2011,95.00,Valid Date,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",$129.92,5,20.00%,$21.11,16.25%,$25.98,$4.22,East Pennsylvania,Furnishings - (Furniture),07-01-11
725,CA-2013-114713,08-07-2013,07-13-2013,-25.00,Invalid Date,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,$45.58,7,20.00%,$5.13,11.25%,$6.51,$0.73,South Florida,Supplies - (Office Supplies),08-01-13
